tag;ponto;descricao;modulo;canal;nivel1;nivel2;nivel3;grandeza
BE_CB_HW_02;106;Saida Trocador de Calor 02;T6;5;Gerador;Mancal Combinado;Agua Saida;Temperatura
BE_CB_HW_03;107;Saida Trocador de Calor 03;T6;6;Gerador;Mancal Combinado;Agua Saida;Temperatura
BE_CB_HW_04;108;Saida Trocador de Calor 04;T6;7;Gerador;Mancal Combinado;Agua Saida;Temperatura
BE_CB_HW_06;110;Saida Trocador de Calor 06;T6;9;Gerador;Mancal Combinado;Agua Saida;Temperatura
BE_CB_HW_07;111;Saida Trocador de Calor 07;T6;10;Gerador;Mancal Combinado;Agua Saida;Temperatura
BE_CB_OT_01;102;Mancal Combinado - Ponto 01;T6;1;Gerador;Mancal Combinado;Oleo;Temperatura
BE_TB_PT_03;94;Sapata 03 do Mancal de Escora;T5;13;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_11;97;Sapata 11 do Mancal de Escora;T5;16;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_02;306;Sapata 02 do Mancal de Escora;T16;5;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_06;307;Sapata 06 do Mancal de Escora;T16;6;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_10;308;Sapata 10 do Mancal de Escora;T16;7;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_12;309;Sapata 12 do Mancal de Escora;T16;8;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_14;310;Sapata 14 do Mancal de Escora;T16;9;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_OT_03;362;Mancal Escora - Ponto 03;T19;1;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_07;363;Sapata 07 do Mancal Escora;T19;2;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_04;364;Sapata 04 do Mancal Escora;T19;3;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_01;365;Sapata 01 do Mancal Escora;T19;4;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_15;366;Sapata 15 do Mancal Escora;T19;5;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_TB_PT_09;367;Sapata 09 do Mancal Escora;T19;6;Gerador;Mancal Combinado;Segm Escora;Temperatura
BE_CG_PT_03;99;Sapata 03 do Mancal  Guia;T5;18;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_11;101;Sapata 11 do Mancal  Guia;T6;0;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_02;311;Sapata 02 do Mancal  Guia;T16;10;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_04;312;Sapata 04 do Mancal  Guia;T16;11;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_06;313;Sapata 06 do Mancal  Guia;T16;12;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_08;314;Sapata 08 do Mancal  Guia;T16;13;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_10;315;Sapata 10 do Mancal  Guia;T16;14;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_12;316;Sapata 12 do Mancal  Guia;T16;15;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_13;317;Sapata 13 do Mancal  Guia;T16;16;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_14;318;Sapata 14 do Mancal  Guia;T16;17;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_16;319;Sapata 16 do Mancal  Guia;T16;18;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_09;368;Sapata 09 do Mancal Guia;T19;7;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_05;369;Sapata 05 do Mancal Guia;T19;8;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_CG_PT_01;370;Sapata 01 do Mancal Guia;T19;9;Gerador;Mancal Combinado;Segm Guia;Temperatura
BE_COB_X_AV;407;Direcao Brasil-Paraguay;V1;6;Gerador;Mancal Combinado;Segm Guia;Aceleracao
BE_COB_Y_AV;408;Direcao Montante-Jusante;V1;7;Gerador;Mancal Combinado;Segm Guia;Aceleracao
BE_COB_Z_AV;409;Direcao Axial;V1;8;Gerador;Mancal Combinado;Segm Guia;Aceleracao
SH_COB_X_RV;421;Direcao Brasil-Paraguay;V2;4;Gerador;Mancal Combinado;Segm Guia;Deslocamento
SH_COB_Y_RV;422;Direcao Montante-Jusante;V2;5;Gerador;Mancal Combinado;Segm Guia;Deslocamento
BE_COB_Z_RV;423;Direcao Axial;V2;6;Gerador;Mancal Combinado;Segm Guia;Deslocamento
BE_UG_IW;83;Entrada;T5;2;Gerador;Mancal Guia Superior;Agua;Temperatura
BE_UG_OT_02;90;Ponto 02;T5;9;Gerador;Mancal Guia Superior;Oleo;Temperatura
BE_UG_OT_03;373;Ponto 03;T19;12;Gerador;Mancal Guia Superior;Oleo;Temperatura
BE_UG_PT_12;86;Sapata 12 do Mancal Guia Superior;T5;5;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_04;88;Sapata 04 do Mancal Guia Superior;T5;7;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_01;296;Sapata 01 do Mancal Guia Superior;T15;15;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_03;297;Sapata 03 do Mancal Guia Superior;T15;16;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_05;298;Sapata 05 do Mancal Guia Superior;T15;17;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_06;299;Sapata 06 do Mancal Guia Superior;T15;18;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_07;300;Sapata 07 do Mancal Guia Superior;T15;19;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_09;301;Sapata 09 do Mancal Guia Superior;T16;0;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_11;302;Sapata 11 do Mancal Guia Superior;T16;1;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_13;303;Sapata 13 do Mancal Guia Superior;T16;2;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_14;304;Sapata 14 do Mancal Guia Superior;T16;3;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_15;305;Sapata 15 do Mancal Guia Superior;T16;4;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_02;371;Sapata 02 do Mancal Guia Superior;T19;10;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UG_PT_10;372;Sapata 10 do Mancal Guia;T19;11;Gerador;Mancal Guia Superior;Segm Guia;Temperatura
BE_UGB_X_AV;405;Direcao Brasil-Paraguay;V1;4;Gerador;Mancal Guia Superior;Segm Guia;Aceleracao
BE_UGB_Y_AV;406;Direcao Montante-Jusante;V1;5;Gerador;Mancal Guia Superior;Segm Guia;Aceleracao
SH_UGB_X_RV;419;Direcao Brasil-Paraguay;V2;2;Gerador;Mancal Guia Superior;Segm Guia;Deslocamento
SH_UGB_Y_RV;420;Direcao Montante-Jusante;V2;3;Gerador;Mancal Guia Superior;Segm Guia;Deslocamento
T01_00;1;Temperatura Reserva;T1;0;Reserva;;;Temperatura
T01_01;2;Temperatura Reserva;T1;1;Reserva;;;Temperatura
T02_09;30;Temperatura Reserva;T2;9;Reserva;;;Temperatura
T02_12;33;Temperatura Reserva;T2;12;Reserva;;;Temperatura
T03_00;41;Temperatura Reserva;T3;0;Reserva;;;Temperatura
T04_15;76;Temperatura Reserva;T4;15;Reserva;;;Temperatura
T05_03;84;Temperatura Reserva;T5;3;Reserva;;;Temperatura
T05_04;85;Temperatura Reserva;T5;4;Reserva;;;Temperatura
T05_06;87;Temperatura Reserva;T5;6;Reserva;;;Temperatura
T05_08;89;Temperatura Reserva;T5;8;Reserva;;;Temperatura
T05_10;91;Temperatura Reserva;T5;10;Reserva;;;Temperatura
T05_11;92;Temperatura Reserva;T5;11;Reserva;;;Temperatura
T05_12;93;Temperatura Reserva;T5;12;Reserva;;;Temperatura
T05_14;95;Temperatura Reserva;T5;14;Reserva;;;Temperatura
T05_15;96;Temperatura Reserva;T5;15;Reserva;;;Temperatura
T05_17;98;Temperatura Reserva;T5;17;Reserva;;;Temperatura
T05_19;100;Temperatura Reserva;T5;19;Reserva;;;Temperatura
T06_02;103;Temperatura Reserva;T6;2;Reserva;;;Temperatura
T06_08;109;Temperatura Reserva;T6;8;Reserva;;;Temperatura
T06_11;112;Temperatura Reserva;T6;11;Reserva;;;Temperatura
T18_07;348;Temperatura Reserva;T18;7;Reserva;;;Temperatura
T18_11;352;Temperatura Reserva;T18;11;Reserva;;;Temperatura
T18_12;353;Temperatura Reserva;T18;12;Reserva;;;Temperatura
T18_14;355;Temperatura Reserva;T18;14;Reserva;;;Temperatura
T19_17;378;Temperatura Reserva;T19;17;Reserva;;;Temperatura
T19_18;379;Temperatura Reserva;T19;18;Reserva;;;Temperatura
T19_19;380;Temperatura Reserva;T19;19;Reserva;;;Temperatura
T20_00;381;Temperatura Reserva;T20;0;Reserva;;;Temperatura
T20_01;382;Temperatura Reserva;T20;1;Reserva;;;Temperatura
T20_02;383;Temperatura Reserva;T20;2;Reserva;;;Temperatura
T20_03;384;Temperatura Reserva;T20;3;Reserva;;;Temperatura
T20_04;385;Temperatura Reserva;T20;4;Reserva;;;Temperatura
T20_05;386;Temperatura Reserva;T20;5;Reserva;;;Temperatura
T20_06;387;Temperatura Reserva;T20;6;Reserva;;;Temperatura
T20_07;388;Temperatura Reserva;T20;7;Reserva;;;Temperatura
T20_08;389;Temperatura Reserva;T20;8;Reserva;;;Temperatura
T20_09;390;Temperatura Reserva;T20;9;Reserva;;;Temperatura
T20_10;391;Temperatura Reserva;T20;10;Reserva;;;Temperatura
T20_11;392;Temperatura Reserva;T20;11;Reserva;;;Temperatura
T20_12;393;Temperatura Reserva;T20;12;Reserva;;;Temperatura
T20_13;394;Temperatura Reserva;T20;13;Reserva;;;Temperatura
T20_14;395;Temperatura Reserva;T20;14;Reserva;;;Temperatura
T20_15;396;Temperatura Reserva;T20;15;Reserva;;;Temperatura
T20_16;397;Temperatura Reserva;T20;16;Reserva;;;Temperatura
T20_17;398;Temperatura Reserva;T20;17;Reserva;;;Temperatura
T20_18;399;Temperatura Reserva;T20;18;Reserva;;;Temperatura
T20_19;400;Temperatura Reserva;T20;19;Reserva;;;Temperatura
V01_15;416;Entradas Rapidas;V1;15;Reserva;;;Aceleracao
BE_TG_CW_IN;358;Entrada;T18;17;Turbina;Agua;;Temperatura
TU_SCE_W_PR;413;Entrada da Caixa Espiral;V1;12;Turbina;Caixa Espiral;;Pressao
BE_TG_OT_02;349;Ponto 02;T18;8;Turbina;Oleo;;Temperatura
BE_TG_OT_01;377;Mancal  Guia da Turbina;T19;16;Turbina;Oleo;;Temperatura
BE_TG_PT_01;350;Sapata 01;T18;9;Turbina;Segm Guia;;Temperatura
BE_TG_PT_02;351;Sapata 02;T18;10;Turbina;Segm Guia;;Temperatura
BE_TG_PT_04;354;Sapata 04;T18;13;Turbina;Segm Guia;;Temperatura
BE_TG_PT_06;356;Sapata 06;T18;15;Turbina;Segm Guia;;Temperatura
BE_TG_PT_07;357;Sapata 07;T18;16;Turbina;Segm Guia;;Temperatura
BE_TG_PT_09;359;Sapata 09;T18;18;Turbina;Segm Guia;;Temperatura
BE_TG_PT_10;360;Sapata 10;T18;19;Turbina;Segm Guia;;Temperatura
BE_TG_PT_12;361;Sapata  12;T19;0;Turbina;Segm Guia;;Temperatura
BE_TG_PT_08;375;Sapata 08;T19;14;Turbina;Segm Guia;;Temperatura
BE_TG_PT_05;376;Sapata 05;T19;15;Turbina;Segm Guia;;Temperatura
BE_TGB_X_AV;410;Direcao Brasil-Paraguay;V1;9;Turbina;Segm Guia;;Aceleracao
BE_TGB_Y_AV;411;Direcao Montante-Jusante;V1;10;Turbina;Segm Guia;;Aceleracao
SH_KPH_X_01;417;Sinal de Referencia 01;V2;0;Turbina;Segm Guia;;Tacometro
SH_KPH_X_02;418;Sinal de Referencia 02;V2;1;Turbina;Segm Guia;;Tacometro
SH_TGB_X_RV;424;Direcao Brasil-Paraguay;V2;7;Turbina;Segm Guia;;Deslocamento
SH_TGB_Y_RV;425;Direcao Montante-Jusante;V2;8;Turbina;Segm Guia;;Deslocamento
TU_HCV_Z_AV;412;Direcao Axial;V1;11;Turbina;Tampa;;Aceleracao
TU_HCV_W_PR;415;Tampa da Turbina;V1;14;Turbina;Tampa;;Pressao
TU_DRT_W_PR;414;Tubo de Sucção;V1;13;Turbina;Tubo de Succao;;Pressao
